-1; -1; 0.14524211753103441; 0.12962360129498204
1; -1; 0.16295788052353144; 0.19422338745245146
1; -1; 0.06928284948911549; 0.1302943030542369
-1; 1; 0.1682493119936473; 0.054153153980455504
1; 1; 0.031594348846809756; 0.21171968993367535
1; 1; 0.11110471135415201; 0.30205908648119206
1; 1; 0.11115931635590551; 0.18425150631809387
-1; 1; 0.1624531490196388; 0.1364221493530658
1; -1; 0.10948347640389398; 0.1557048358407655
-1; -1; 0.10474035833914994; 0.10125616205148598
-1; 1; 0.17085605406200763; 0.09320620459271661
1; -1; 0.12090649057337863; 0.16192733140378923
1; -1; 0.08669397742259267; 0.2018436111846906
-1; -1; 0.20433777480837823; 0.19405933339027412
-1; 1; 0.2552823945379269; 0.15791385435912023
-1; 1; 0.10535028128260404; 0.09748994399117483
1; -1; 0.1444006149125428; 0.24416086487679378
-1; -1; 0.09606679531929638; 0.08122055076516613
-1; 1; 0.2953281665336318; 0.11961163247663752
1; -1; 0.06479748310214951; 0.13012343753761527
1; -1; 0.1581113617704355; 0.21646620138125805
-1; -1; 0.1832972802736417; 0.13659969789076432
1; 1; 0.061982122098462794; 0.3101685121146216
1; 1; 0.07262723323351403; 0.1464180781737596
1; 1; 0.1835064814916425; 0.22306628308836232
-1; 1; 0.41039408784390435; 0.1766781247336783
1; -1; 0.1122710737040787; 0.13220228238474466
1; 1; 0.10302026310963748; 0.1893313041261258
1; 1; 0.09104608711863106; 0.14868984004891753
-1; -1; 0.2654909667038954; 0.22529360227334877
-1; -1; 0.27131530331149906; 0.11333126420440295
1; 1; 0.0806869651667499; 0.20662137887160667
1; 1; 0.09336804430579723; 0.1734488142062275
-1; -1; 0.16139740693183358; 0.10275165396394492
-1; -1; 0.23648573563658903; 0.09881591649791474
-1; 1; 0.21887160641182907; 0.09571880397908154
1; 1; 0.10970477855414962; 0.1934132760392949
1; 1; 0.1630053636728713; 0.21014349675522004
1; 1; 0.15101709846713668; 0.18247328851090278
1; -1; 0.08128124930115266; 0.2827634256703086
1; -1; 0.140129877003506; 0.23194067182925643
1; 1; 0.09012036663146455; 0.20379087737599838
1; 1; 0.09285974963087684; 0.11024281194937376
1; 1; 0.11553206499951696; 0.1638812821045849
-1; 1; 0.24640788408900985; 0.12849408095695242
-1; 1; 0.24071819225414173; 0.09804493007844843
-1; -1; 0.15821889715682494; 0.15444866584261735
-1; -1; 0.3574825445731216; 0.07764832274055346
-1; -1; 0.17336236244282802; 0.09135498911594153
1; -1; 0.16393652008953427; 0.20472875366136878
-1; -1; 0.24880855167328955; 0.05934622852658769
-1; -1; 0.3534688521182435; 0.061879380307464274
-1; 1; 0.23782005215461677; 0.09206659716983208
-1; -1; 0.22930423617663837; 0.09559054314184143
-1; -1; 0.2033813688133417; 0.14465251966463216
1; 1; 0.13678393911690082; 0.14348810850340088
1; -1; 0.1068534506491381; 0.22774197137327395
1; 1; 0.02687992259200033; 0.35565294556554006
-1; 1; 0.1816364243335776; 0.08818748885820885
-1; -1; 0.133535358638905; 0.11373965847320405
1; 1; 0.09553294084129353; 0.17547343988043204
-1; 1; 0.1581772940946857; 0.004367903975812749
1; -1; 0.049650825566493494; 0.36665127645279466
-1; 1; 0.20773068119991464; 0.14636585198453844
-1; 1; 0.19918789589781316; 0.15956128153150714
1; 1; 0.08970520373409675; 0.30797215679994183
1; -1; 0.11249366149038101; 0.21302728463911574
1; -1; 0.07159115184342459; 0.21109425928484554
1; 1; 0.053357702826794945; 0.25176066312519196
-1; -1; 0.18252781077239427; 0.05131490769578635
-1; -1; 0.15607523562564551; 0.06496207862489424
1; 1; 0.08716588424609781; 0.2789784794223782
-1; -1; 0.18833488847555174; 0.08487860752376976
1; -1; 0.08570576827360109; 0.23303324274822035
-1; -1; 0.21117871898099572; 0.19012196362399858
1; 1; 0.027502749704166475; 0.28476217576158713
1; 1; 0.05005137155011416; 0.1166808065466613
-1; 1; 0.25327694791748; 0.07854716722013799
-1; -1; 0.1354127953820996; 0.03786231085893541
1; -1; 0.11851029057686055; 0.23387635864548556
1; -1; 0.06409134104310037; 0.21288179478429495
-1; -1; 0.21195247492312436; 0.13447701952679839
-1; -1; 0.16234652261398413; 0.11530601099239432
-1; 1; 0.18413026717119207; 0.16505265277907144
-1; 1; 0.1460864603433097; 0.14566036682751954
1; -1; 0.11660424738947886; 0.19297341090987283
-1; -1; 0.213081826978973; 0.18006823408279057
-1; -1; 0.15198998493449148; 0.10657509188669186
1; 1; 0.10306900535926818; 0.29557179901329084
1; -1; 0.07841026147505009; 0.13365001393076353
1; 1; 0.08736601699035296; 0.215053228047694
1; -1; 0.1289405045527428; 0.2133674511759478
-1; 1; 0.16593066590051042; 0.08956156162202071
1; 1; 0.057351419616642085; 0.07554200983997951
1; 1; 0.11137732977893722; 0.2396538540890786
1; 1; 0.0781714463327727; 0.1758334791771587
1; 1; 0.2093992085732658; 0.23777621218483652
1; -1; 0.03425098985082175; 0.2753966751316065
-1; 1; 0.11759912052675663; 0.11258293346308051
-1; -1; 0.28474900735736824; 0.115203537172622
